main_category,currency,goal,pledged,state,backers,country,2 pledged,2_pledged_real,2_goal_real
1,1,1675,0,0,0,2,0,0,1675
1,1,4399,5688,1,62,2,5688,5688,4399
6,1,10,36,1,16,2,36,36,10
8,1,500,145,0,3,2,100,145,500
2,1,62700,1041,0,7,2,754,1041,62700
4,1,500000,5,0,1,2,5,5,500000
2,1,1000,10,0,1,2,10,10,1000
2,1,100000,17679,0,153,2,17679,17679,100000
1,1,500,950.01,1,18,2,950.01,950.01,500
10,1,1000,1100,1,14,2,1100,1100,1000
10,1,750,810,1,22,2,810,810,750
2,1,5000,355,0,12,2,355,355,5000
12,1,7000,1006,0,3,2,0,1006,7000
2,1,5000,7375.51,1,138,2,7375.51,7375.51,5000
7,2,20000,25114,1,1372,1,38181.74,38862.93,30949.21
3,1,40000,41224.95,1,393,2,2000,41224.95,40000
2,1,75000,1195,0,17,2,1195,1195,75000
3,1,2000,95,0,4,2,95,95,2000
12,1,20000,5043,0,10,2,5043,5043,20000
12,1,150000,50,0,1,2,50,50,150000
10,1,800,0,0,0,2,0,0,800
11,1,2500,4331,1,47,2,4331,4331,2500
1,1,5000,2580,0,79,2,2580,2580,5000
10,4,49786,0,0,0,3,0,0,35858.54
3,1,3000,3216,1,75,2,3216,3216,3000
3,1,8000,9408,1,111,2,9408,9408,8000
7,1,2400,2695,1,83,2,2695,2695,2400
12,4,5000,6672,0,115,3,5006.57,4810.38,3604.9
2,1,3000,50,0,1,2,50,50,3000
9,1,300000,0,0,0,2,0,0,300000
7,1,10000,1745,0,30,2,1745,1745,10000
3,1,2500,3151.26,1,88,2,3151.26,3151.26,2500
10,1,444,65,0,3,2,57,65,444
3,1,20000,33535.05,1,342,2,33535.05,33535.05,20000
4,1,100000,102937,1,443,2,102937,102937,100000
5,4,390,342,0,4,3,166.02,263.95,301
2,1,3000,3551,1,60,2,3551,3551,3000
1,1,15000,1356,0,27,2,1356,1356,15000
10,1,5000,5001.31,1,35,2,5001.31,5001.31,5000
3,2,750,822,1,20,1,1307,1331.71,1215.07
2,1,3500,1,0,1,2,0,1,3500
3,1,1000,1,0,1,2,1,1,1000
7,1,20000,1,0,1,2,25,1,20000
2,1,3500,547.8,0,10,2,547.8,547.8,3500
8,1,20000,165,0,2,2,165,165,20000
9,1,500,500,1,6,2,500,500,500
5,1,12000,359,0,41,2,359,359,12000
7,1,300,11,0,2,2,11,11,300
12,1,40000,47554.5,1,91,2,3745,47554.5,40000
1,1,50000,0,0,0,2,0,0,50000
7,2,5000,29498,1,706,1,17885.46,40023.34,6784.08
1,1,1000,1100.65,1,29,2,0,1100.65,1000
8,2,5000,195,0,8,1,277.98,260.58,6681.45
1,1,4500,60,0,2,2,5,60,4500
8,1,216,0,0,0,2,0,0,216
2,1,700,796,1,14,2,0,796,700
7,1,1000,3388,1,126,2,1444,3388,1000
3,1,2000,160,0,7,2,160,160,2000
12,2,5000,0,0,0,1,0,0,7841.17
1,2,55000,0,0,0,1,0,0,69190.22
10,1,41000,0,0,0,2,0,0,41000
4,1,8000,8540,1,107,2,8540,8540,8000
1,1,160,6,0,1,2,6,6,160
3,1,1200,1360.48,1,35,2,1360.48,1360.48,1200
9,4,49000,1000,1,2,6,53.52,52.32,2563.83
3,1,2000,0,0,0,2,0,0,2000
3,1,1200,35,0,2,2,35,35,1200
2,1,3500,5,0,1,2,5,5,3500
2,1,1400,1405,1,12,2,1405,1405,1400
3,1,5500,1310,0,14,2,1310,1310,5500
8,1,35000,8230,0,30,2,1560,8230,35000
4,4,150000,1,0,1,3,0.82,0.8,120000
2,1,10000,10210,1,84,2,10210,10210,10000
1,1,3000,12,0,3,2,12,12,3000
7,4,2500,1,0,1,3,0.75,0.77,1933.94
2,1,15000,0,0,0,2,0,0,15000
10,1,750,313,0,9,2,313,313,750
3,3,2000,0,1,0,6,0,0,2427.39
12,1,30000,1374021,1,12758,2,56023,1374021,30000
2,1,4500,0,0,0,2,0,0,4500
1,1,4444,4574,1,42,2,4574,4574,4444
2,1,5000,85,0,5,2,85,85,5000
8,1,45000,284,0,18,2,284,284,45000
2,1,45000,11687.5,0,150,2,11687.5,11687.5,45000
7,1,35000,3904,0,63,2,2950,3904,35000
3,1,1000,1000,1,18,2,1000,1000,1000
5,1,7500,15720,1,660,2,15720,15720,7500
10,1,5000,318,0,10,2,318,318,5000
12,1,5000,0,0,0,2,0,0,5000
3,1,4500,4603.5,1,66,2,4603.5,4603.5,4500
12,1,30000,396299,1,2412,2,396299,396299,30000
7,2,70000,1087,0,36,1,1752.69,1740.2,112064.55
1,1,8500,1579,0,14,2,1579,1579,8500
7,1,15000,103114.5,1,637,2,103114.5,103114.5,15000
3,1,8000,2393,0,43,2,0,2393,8000
10,1,2750,2820,1,62,2,2820,2820,2750
1,1,4500,4569,1,31,2,4569,4569,4500
3,1,1000,526,0,12,2,526,526,1000
1,1,50,439,1,20,2,439,439,50
3,4,425000,1,0,1,3,0.83,0.81,343712.09
3,1,3500,4176,1,84,2,4176,4176,3500
2,1,5000,5040.18,1,48,2,5040.18,5040.18,5000
8,1,10000,216,0,8,2,216,216,10000
2,1,70000,1081,0,25,2,1081,1081,70000
1,1,100000,15,0,1,2,15,15,100000
8,1,5000,585,0,5,2,585,585,5000
3,1,1500,240.77,0,14,2,240.77,240.77,1500
9,1,21500,630,0,3,2,630,630,21500
1,1,9000,250,0,8,2,250,250,9000
4,2,275000,3,0,3,1,4.33,4.35,398394.83
2,1,25000,1,0,1,2,1,1,25000
10,1,117000,125,0,3,2,125,125,117000
2,1,30000,4,0,4,2,4,4,30000
12,1,4860,0,0,0,2,0,0,4860
4,1,5000,2186,0,25,2,2186,2186,5000
5,1,7770,8660,1,156,2,8660,8660,7770
8,1,6000,55,0,3,2,55,55,6000
10,1,4500,136,0,3,2,136,136,4500
5,1,35000,249,0,9,2,249,249,35000
10,1,6907,10,0,2,2,0,10,6907
5,1,5000,5850,1,44,2,5850,5850,5000
2,1,3000,265,0,7,2,265,265,3000
6,1,2000,0,0,0,2,0,0,2000
3,1,10000,1159,0,30,2,1159,1159,10000
1,4,2500,185,0,13,3,138.24,132.56,1791.34
1,1,6000,5325,0,188,2,5325,5325,6000
3,1,10000,12760.31,1,242,2,12760.31,12760.31,10000
8,1,100,14,0,2,2,26,14,100
2,1,4000,4266,1,28,2,4266,4266,4000
1,1,3000,3026.75,1,41,2,3026.75,3026.75,3000
8,4,20000,20050,1,30,6,2330.43,2402.95,2396.96
3,1,1000,1000,1,9,2,1000,1000,1000
4,1,1500,100,0,3,2,100,100,1500
13,1,850,875,1,24,2,875,875,850
7,1,8450,8376,0,369,2,8376,8376,8450
2,1,10000,10451.52,1,76,2,10451.52,10451.52,10000
3,4,70000,10,0,1,6,0,0.53,3687.32
2,1,68000,507,0,4,2,507,507,68000
5,1,8000,4545.66,0,74,2,157.66,4545.66,8000
1,3,5000,166,0,4,6,184.61,183.76,5535.01
10,1,520,583,1,11,2,272,583,520
4,1,10000,10205,1,43,2,4435,10205,10000
7,1,38000,165519,1,1631,2,38716,165519,38000
12,1,20000,21613.47,1,292,2,21613.47,21613.47,20000
12,1,50000,106213,1,1052,2,2478,106213,50000
7,4,40000,5840,0,173,3,4873.92,4688.5,32113.04
10,1,11000,0,0,0,2,0,0,11000
1,1,500,1,0,1,2,1,1,500
7,4,500,64,0,5,3,32.17,49.83,389.29
2,1,10000,1050,0,8,2,1050,1050,10000
10,1,100000,50230,0,257,2,50230,50230,100000
4,1,5000,125,0,2,2,125,125,5000
11,2,2000,2249,1,38,1,61.68,2754.88,2449.87
4,2,10,12,0,3,1,20.59,20.03,16.69
11,1,10850,1890,0,49,2,1890,1890,10850
8,1,1500,0,0,0,2,0,0,1500
2,1,40000,5,0,1,2,5,5,40000
3,1,3000,725.5,0,12,2,725.5,725.5,3000
7,1,30000,3351,0,59,2,3351,3351,30000
7,1,250000,75,0,1,2,75,75,250000
5,1,2000,58,0,5,2,58,58,2000
2,1,5000,5002,1,47,2,5002,5002,5000
1,1,8994,3139,0,49,2,3139,3139,8994
12,1,4000,7,0,3,2,7,7,4000
7,2,13000,20459,1,301,1,32643.1,32873.26,20888.23
4,1,9500,10752,1,285,2,0,10752,9500
1,3,10000,11516.99,1,228,6,12682.18,12600.78,10941.04
2,1,40000,45155,1,411,2,45155,45155,40000
1,1,3500,520,0,8,2,520,520,3500
5,2,1000,0,0,0,1,0,0,1428.71
3,1,1000,0,0,0,2,0,0,1000
2,1,10000,2350,0,38,2,2350,2350,10000
12,1,9000,30126,1,164,2,3035,30126,9000
1,1,1555,1,0,1,2,0,1,1555
1,2,1200,1346,1,84,1,537.09,1693.27,1509.6
5,1,100000,4737,0,40,2,4737,4737,100000
9,1,250,251,1,8,2,251,251,250
1,1,2200,250,0,7,2,250,250,2200
2,1,40000,40546,1,267,2,25,40546,40000
12,1,100000,162,0,3,2,162,162,100000
3,1,1800,2179,1,30,2,2179,2179,1800
3,4,10000,375,0,5,6,56.35,54.72,1459.24
3,2,3000,70,0,2,1,0,92.23,3952.67
5,3,2500,218,0,15,5,243.26,239.15,2742.49
2,1,10000,1,1,1,2,0,1,10000
2,1,45000,1,0,1,2,1,1,45000
2,1,300000,1,0,1,2,1,1,300000
2,2,1000,1106,1,21,1,1707.8,1645.22,1487.54
7,4,32000,74489,1,216,6,2859.81,9536.67,4096.89
7,1,27000,38186,1,603,2,38186,38186,27000
10,1,15000,18280,1,249,2,18280,18280,15000
10,1,2000,2688,1,30,2,2688,2688,2000
6,1,750,240,0,6,2,240,240,750
2,1,4000,200,0,1,2,200,200,4000
2,4,13000,200,0,1,6,22.59,23.03,1496.63
4,1,20,0,0,0,2,0,0,20
3,1,1,7,0,1,2,7,7,1
1,1,3000,15,0,1,2,15,15,3000
2,3,1115,2,0,2,6,2.26,2.26,1257.61
4,1,175000,120,0,4,2,120,120,175000
1,1,25000,0,0,0,2,0,0,25000
8,1,20000,110,0,4,2,110,110,20000
1,1,3000,3368,1,76,2,3368,3368,3000
7,2,20000,34180,1,2108,1,56812.7,56359.86,32978.27
2,1,10000,11515.91,1,91,2,11515.91,11515.91,10000
2,2,10000,18,0,1,1,23.47,23.78,13213.88
3,1,5000,5475,1,24,2,5475,5475,5000
2,1,600,200,0,2,2,200,200,600
2,1,1000000,25,0,1,2,25,25,1000000
1,1,1000,1215,1,36,2,1215,1215,1000
10,1,600,1026,1,37,2,1026,1026,600
10,1,700,702,1,11,2,702,702,700
8,1,800,0,0,0,2,0,0,800
4,1,10000,10164,1,53,2,10164,10164,10000
7,1,60,198,1,24,2,198,198,60
4,1,25000,9097,1,38,2,3438,9097,25000
2,3,3000,0,0,0,5,0,0,3328.78
7,1,450,607,1,25,2,607,607,450
12,1,65000,175,0,3,2,175,175,65000
12,1,60000,446,0,21,2,446,446,60000
3,2,1000,0,0,0,1,0,0,1448.71
3,1,12000,175,0,5,2,175,175,12000
5,1,2000,2516.24,1,56,2,2516.24,2516.24,2000
11,1,2000,15,0,2,2,15,15,2000
10,1,1400,1671,1,43,2,1671,1671,1400
3,1,600,0,0,0,2,0,0,600
7,2,2000,417,0,24,1,168.4,539.56,2587.82
5,1,4040,5198,1,70,2,5198,5198,4040
7,1,5000,71,0,5,2,15,71,5000
1,1,800,200,0,7,2,200,200,800
2,1,150000,23098,0,135,2,23098,23098,150000
2,1,550,590,1,12,2,590,590,550
10,1,16000,5846,0,8,2,5846,5846,16000
1,1,24000,626,0,6,2,626,626,24000
3,1,7500,210,0,2,2,210,210,7500
3,1,400,5,0,1,2,5,5,400
2,1,400000,24165,0,17,2,24165,24165,400000
10,1,3500,4540,1,63,2,4540,4540,3500
3,1,2200,4746.69,1,59,2,4746.69,4746.69,2200
2,1,1500,376,0,14,2,376,376,1500
12,1,2500,38946.01,1,463,2,38946.01,38946.01,2500
12,1,80000,0,0,0,2,0,0,80000
8,1,2500,161,0,4,2,1,161,2500
8,1,10000,0,0,0,2,0,0,10000
2,4,2000,2020,1,59,3,1806.07,1766.97,1749.48
2,1,20000,225,0,3,2,225,225,20000
1,1,9000,11357,1,516,2,11357,11357,9000
10,1,2000,80,0,2,2,80,80,2000
12,1,19000,3214,0,48,2,691,3214,19000
10,1,900,6,0,2,2,6,6,900
9,4,1100,1115,1,17,3,809.9,855.85,844.34
3,1,1000,270,0,4,2,270,270,1000
2,1,50000,1008,0,19,2,696,1008,50000
2,1,125000,281,0,10,2,281,281,125000
6,1,200,0,0,0,2,0,0,200
10,2,100,3,0,3,1,5.08,4.89,162.96
7,1,10000,82769,1,1516,2,9228,82769,10000
1,4,10000,1895,0,24,3,1704.98,1704.44,8994.42
8,1,300,0,0,0,2,0,0,300
11,1,3500,1632,0,26,2,1632,1632,3500
1,1,500,5,0,1,2,5,5,500
2,1,4000,630,0,13,2,630,630,4000
10,1,10000,100,0,1,2,100,100,10000
7,1,2000,0,0,0,2,0,0,2000
5,1,2000,4201,1,215,2,4201,4201,2000
2,1,50000,396,0,7,2,396,396,50000
1,1,10000,520,0,6,2,101,520,10000
3,1,15000,0,0,0,2,0,0,15000
5,1,30000,0,0,0,2,0,0,30000
3,1,1000,41,0,4,2,41,41,1000
8,1,6000,8312,1,85,2,126,8312,6000
2,1,6000,0,0,0,2,0,0,6000
1,2,6000,29576.33,1,616,1,47368.74,47377.46,9611.23
12,1,3100,225,1,9,2,75,225,3100
2,1,2000,6625,1,74,2,6625,6625,2000
11,1,5000,0,0,0,2,0,0,5000
4,1,6000,10,0,1,2,10,10,6000
12,1,250000,0,0,0,2,0,0,250000
7,3,4000,2547,0,35,6,1679.41,2990.7,4696.82
7,3,5000,5040,1,78,6,2008.38,5508.74,5465.02
1,1,8000,0,0,0,2,0,0,8000
7,1,20000,926.87,0,64,2,926.87,926.87,20000
5,1,43000,52837.51,1,600,2,52837.51,52837.51,43000
8,1,2000,5189,1,77,2,886,5189,2000
2,1,5000,0,0,0,2,0,0,5000
7,1,10000,125808.4,1,2140,2,125808.4,125808.4,10000
3,1,5000,5000,1,43,2,5000,5000,5000
3,1,10000,0,0,0,2,0,0,10000
10,1,250,305,1,18,2,305,305,250
1,1,5000,1,0,1,2,1,1,5000
13,1,5000,5255,1,97,2,5255,5255,5000
4,4,4000,115,0,6,3,107.21,105.35,3664.35
1,3,30000,18827.5,0,336,5,8274.42,21849.25,34814.9
6,1,2000,0,0,0,2,0,0,2000
2,1,7500,0,0,0,2,0,0,7500
4,1,3000,635,0,30,2,54,635,3000
1,1,110000,0,0,0,2,0,0,110000
3,2,250,525,1,21,1,872.64,865.68,412.23
10,1,600,20,0,2,2,20,20,600
10,1,3000,1870,0,39,2,1870,1870,3000
7,3,28000,2174,0,14,5,2443.68,2340.1,30139.29
7,1,40000,7508.46,0,74,2,7508.46,7508.46,40000
5,2,200,230,1,4,1,19.34,298.52,259.59
1,1,1000,10,0,2,2,10,10,1000
1,1,4500,4653,1,111,2,4653,4653,4500
3,1,2500,2520.5,1,73,2,971,2520.5,2500
5,4,250000,670763,1,181,6,12694.69,85744.62,31957.87
12,1,70000,0,0,0,2,0,0,70000
6,1,10000,0,0,0,2,0,0,10000
3,1,15000,23000,1,348,2,5422,23000,15000
6,1,500,0,0,0,2,0,0,500
2,2,800,920,1,28,1,560.41,1195.26,1039.35
7,4,2800,782,0,5,3,558.62,582.89,2087.06
11,2,1500,1570,1,60,1,2343.93,2395.41,2288.61
11,1,700,985,1,14,2,985,985,700
9,1,2500,2667,1,71,2,2667,2667,2500
2,1,15000,1220,0,17,2,1220,1220,15000
3,1,25,1310,1,20,2,0,1310,25
2,1,30000,42060.63,1,439,2,42060.63,42060.63,30000
10,1,25000,1141.5,0,69,2,1141.5,1141.5,25000
3,1,650,2,0,2,2,2,2,650
6,1,2023,3128,1,77,2,190,3128,2023
10,1,2000,421,0,13,2,421,421,2000
1,1,11678,4640,0,23,2,4640,4640,11678
8,1,9500,0,0,0,2,0,0,9500
4,1,50000,18483,0,81,2,18483,18483,50000
7,2,5000,20,0,1,1,30.71,30.97,7743.29
5,1,4000,60,0,1,2,60,60,4000
7,1,1000,30,0,3,2,0,30,1000
2,1,6500,10120.5,1,116,2,10120.5,10120.5,6500
3,1,5000,5480,1,66,2,5480,5480,5000
1,1,1000,50,0,1,2,50,50,1000
10,1,7500,8900.33,1,99,2,171,8900.33,7500
12,1,5000,5060,1,172,2,5060,5060,5000
10,1,500,3090,1,84,2,3090,3090,500
2,1,105000,11944,0,193,2,11944,11944,105000
4,1,5000,100,0,1,2,100,100,5000
3,1,10000,1,0,1,2,1,1,10000
11,1,3000,300,0,1,2,300,300,3000
3,1,10667,1220,0,30,2,1220,1220,10667
10,1,1000,1390,1,51,2,1390,1390,1000
10,1,1300,1486,1,4,2,1486,1486,1300
7,1,1750,4245,1,93,2,4245,4245,1750
7,1,75000,5396,0,53,2,5396,5396,75000
11,1,6000,14006,1,127,2,14006,14006,6000
7,4,50000,10327,0,26,6,740.99,1197.54,5798.11
1,1,30000,8651.98,0,161,2,8651.98,8651.98,30000
1,1,1500,1692,1,42,2,1692,1692,1500
2,1,10000,0,0,0,2,0,0,10000
2,1,10000,11610,1,106,2,11610,11610,10000
7,1,15000,147526,1,3527,2,147526,147526,15000
2,1,20000,3355,0,26,2,3355,3355,20000
1,2,1500,1500,1,27,1,2530.08,2523.85,2523.85
11,1,2000,2,0,2,2,2,2,2000
5,1,7000,32766.9,1,530,2,32766.9,32766.9,7000
12,2,19500,20970,1,145,1,33780.46,32885.86,30580.56
2,1,10000,3440,0,27,2,3440,3440,10000
7,1,100000,108950.86,1,2256,2,108950.86,108950.86,100000
2,1,1450,1507,1,42,2,1507,1507,1450
5,1,500000,767897.09,1,5149,2,269,767897.09,500000
1,1,3000,987,0,35,2,987,987,3000
10,1,2000,3818,1,67,2,1785,3818,2000
12,1,20000,74026,1,405,2,74026,74026,20000
4,1,30000,40062,1,117,2,40062,40062,30000
3,1,500,0,0,0,2,0,0,500
3,1,500,665,1,17,2,665,665,500
2,1,160000,10,0,1,2,10,10,160000
4,1,25000,1708,0,16,2,1708,1708,25000
3,1,2500,2500.5,1,57,2,2500.5,2500.5,2500
1,2,2743,1139,0,49,1,1770.41,1720.86,4144.26
3,2,6500,2180,0,30,1,3333.44,3405.98,10155.46
11,2,60000,1,0,1,1,1.53,1.51,90716.66
2,4,10000,13065,1,122,3,11917.85,11959.9,9154.16
1,1,3000,169,0,6,2,169,169,3000
2,1,3000,55,0,2,2,55,55,3000
9,1,3000,4656,1,56,2,4656,4656,3000
11,1,2000,3053,1,43,2,3053,3053,2000
3,1,1000,1045,1,20,2,1045,1045,1000
3,1,500,1,0,1,2,1,1,500
1,1,2500,60,0,3,2,60,60,2500
1,2,3000,13,0,4,1,22.26,21.7,5007.01
4,1,1000,1531,1,42,2,1531,1531,1000
7,1,2500,125,0,4,2,125,125,2500
10,1,999,1653,1,28,2,1653,1653,999
1,3,110,5,0,1,6,0,5.3,116.7
5,4,600000,1343877,1,1180,6,35693.05,173126.48,77295.68
1,1,5000,10177,1,79,2,5957,10177,5000
3,1,4000,4542.83,1,21,2,4542.83,4542.83,4000
7,1,10000,0,0,0,2,0,0,10000
1,1,1000,0,0,0,2,0,0,1000
9,1,1200,110,0,4,2,110,110,1200
10,2,500,92,0,4,1,144.88,143.3,778.79
2,1,15000,17933,1,117,2,16699,17933,15000
3,1,210,5,0,1,2,5,5,210
7,2,500,5231,1,86,1,2277.01,6971.32,666.35
8,1,20000,22665,1,103,2,22665,22665,20000
2,1,4500,0,0,0,2,0,0,4500
3,1,500,76,0,3,2,76,76,500
1,4,2000000,2242,0,19,3,1160.67,1794.46,1600768.37
2,1,500,2,0,2,2,2,2,500
5,1,31400,1004,0,27,2,1004,1004,31400
10,1,2100,175,0,3,2,175,175,2100
8,1,3000,0,0,0,2,0,0,3000
12,4,100000,0,0,0,4,18.93,0,74371.56
8,1,500,1162,1,44,2,1162,1162,500
3,1,700,0,0,0,2,0,0,700
1,1,30000,6353,0,141,2,6353,6353,30000
7,4,5000,5050,1,25,6,25.12,262.2,259.61
5,1,40000,2328.11,0,45,2,0,2328.11,40000
1,3,10000,10317,1,56,6,3540.04,11444.64,11092.99
8,1,20000,26695,1,296,2,26695,26695,20000
3,1,2000,772,0,20,2,772,772,2000
3,1,3500,0,0,0,2,0,0,3500
5,1,20000,30673,1,775,2,30673,30673,20000
3,1,2000,2000,1,16,2,155,2000,2000
7,2,10000,294,0,15,1,213.36,384.79,13087.98
8,3,20000,34411,1,79,5,38934.75,39090.97,22720.04
4,1,9500,9500,1,36,2,0,9500,9500
2,1,25000,16680.01,0,502,2,16680.01,16680.01,25000
5,1,500,1919,1,43,2,1919,1919,500
3,1,1,113,1,13,2,113,113,1
3,1,15000,845,0,20,2,845,845,15000
1,1,4500,145,0,11,2,145,145,4500
8,1,20000,540,0,4,2,540,540,20000
1,1,4500,305,0,10,2,195,305,4500
7,1,450,115,0,4,2,115,115,450
11,1,10000,0,0,0,2,0,0,10000
12,1,25000,118923.5,1,290,2,118923.5,118923.5,25000
2,1,1001,670,0,5,2,670,670,1001
5,4,5000,6382,1,34,3,1653.96,5066.69,3969.51
2,1,1600,1760,1,37,2,1760,1760,1600
1,1,2000,128,0,5,2,50,128,2000
4,1,20000,750,0,9,2,750,750,20000
2,1,50000,20677,0,189,2,2805,20677,50000
2,2,2000,15,0,2,1,23.55,22.77,3036.61
5,1,10000,19711,1,115,2,19711,19711,10000
10,4,100000,16,0,3,4,13.82,12.65,79032.64
12,1,52000,153,0,2,2,153,153,52000
1,1,4500,0,0,0,2,0,0,4500
7,2,12000,18312,1,139,1,27862.86,27944.45,18312.22
1,1,5000,51,0,3,2,51,51,5000
5,1,25000,7068,0,78,2,7068,7068,25000
3,1,6000,7591,1,70,2,7591,7591,6000
7,4,6000,30353.8,1,547,4,28480.84,27135.53,5363.85
1,1,900,140,0,3,2,140,140,900
3,1,4300,1046,0,10,2,1046,1046,4300
12,3,1500,0,0,0,6,0,0,1680.3
2,1,2000,0,0,0,2,0,0,2000
5,1,100000,103307.65,1,854,2,103307.65,103307.65,100000
12,1,1000,35,0,3,2,35,35,1000
13,1,14000,14401,1,261,2,14401,14401,14000
2,1,100000,25877,0,118,2,25877,25877,100000
2,2,1500,1520,1,25,1,487.56,1924.25,1898.93
5,3,40000,10310,0,183,6,6221.51,10769.87,41784.18
10,2,4500,0,0,0,1,0,0,7127.25
13,1,2223,2845,1,97,2,2845,2845,2223
4,1,28000,28036,1,75,2,28036,28036,28000
5,1,8000,9502,1,53,2,398,9502,8000
3,1,7000,0,0,0,2,0,0,7000
3,1,850,900,1,32,2,900,900,850
9,1,3600,3661,1,30,2,3661,3661,3600
8,1,12000,5800,0,9,2,10,5800,12000
8,1,35000,391,0,6,2,391,391,35000
8,1,25000,10618,0,35,2,1656,10618,25000
1,1,2000,2095,1,40,2,2095,2095,2000
1,1,5000,6442,1,139,2,429,6442,5000
2,1,70000,9908,0,139,2,9908,9908,70000
2,1,3000000,4,0,2,2,4,4,3000000
7,4,20000,0,0,0,4,0,0,15029.68
5,1,10000,320,0,7,2,200,320,10000
3,1,14000,14200,1,78,2,14200,14200,14000
1,1,2000,2661.32,1,111,2,2661.32,2661.32,2000
3,1,5000,0,0,0,2,0,0,5000
10,1,3000,3299,1,51,2,3299,3299,3000
7,3,500,15,0,2,6,17.2,16.73,557.7
5,1,40000,20670,0,86,2,20670,20670,40000
2,1,5000,5350.51,1,118,2,5350.51,5350.51,5000
2,1,5800,5825,1,39,2,5825,5825,5800
8,1,200,205,1,5,2,25,205,200
8,1,360,22,0,2,2,21,22,360
4,4,800,0,0,0,4,0,0,654.34
4,1,3000,149,0,3,2,0,149,3000
7,1,1000,3438.13,1,99,2,3438.13,3438.13,1000
3,1,2100,3173,1,82,2,3173,3173,2100
12,1,60000,45687.01,0,108,2,45687.01,45687.01,60000
2,1,10000,10600,1,245,2,2605,10600,10000
3,1,18000,0,0,0,2,0,0,18000
1,1,2000,2517,1,136,2,1057,2517,2000
5,1,1250,1504,1,42,2,1504,1504,1250
3,1,7000,1550,0,16,2,1550,1550,7000
3,1,2000,2040,1,32,2,2040,2040,2000
3,1,5000,5170,1,68,2,5170,5170,5000
12,1,7000,0,0,0,2,0,0,7000
9,1,3000000,0,0,0,2,0,0,3000000
3,1,13000,10375,0,59,2,10375,10375,13000
13,1,25000,27431,1,97,2,27431,27431,25000
1,1,1000,50,0,1,2,50,50,1000
2,1,3500,5,0,1,2,5,5,3500
8,4,10000,4233,0,54,4,3935.27,3721.32,8791.21
12,1,52000,1053,0,3,2,5,1053,52000
3,2,2000,2292,1,94,1,3493.28,3387.78,2956.17
12,3,50000,33916,0,209,5,36950.77,37633.01,55479.73
9,1,2700,2752,1,30,2,2752,2752,2700
12,1,2800,545,0,11,2,545,545,2800
3,1,5500,131,0,5,2,131,131,5500
1,1,15000,65,0,9,2,65,65,15000
12,1,500,0,0,0,2,0,0,500
5,4,500,423,0,24,3,377.84,375.67,444.05
12,3,30000,40581,1,149,5,45283.87,45531.66,33659.83
9,1,1200,11,0,1,2,0,11,1200
4,1,7000,0,0,0,2,0,0,7000
2,1,12500,1225,0,16,2,10,1225,12500
8,1,21000,2425,0,28,2,2425,2425,21000
12,4,72083,200,0,3,6,0,9.48,3414.96
2,2,16000,0,0,0,1,0,0,24158.24
7,1,10000,21,0,2,2,21,21,10000
1,1,2000,2315,1,17,2,2315,2315,2000
3,1,8000,51,0,2,2,51,51,8000
9,1,10000,10196.5,1,67,2,0,10196.5,10000
13,2,2000,819.61,0,24,1,1245.1,1222.2,2982.4
10,2,7000,200,0,6,1,307.9,297.06,10397.17
9,1,1000,1100,1,17,2,1100,1100,1000
10,2,3000,3440,1,81,1,5371.42,5378.36,4690.43
10,1,500,0,0,0,2,0,0,500
8,1,800,375,0,18,2,375,375,800
2,2,20000,1624,0,41,1,2453.43,2492.82,30699.8
1,1,12000,0,0,0,2,0,0,12000
7,4,700000,0,0,0,6,0,0,87903.26
2,1,5000,0,0,0,2,0,0,5000
7,1,7500,38317,1,1447,2,38317,38317,7500
1,1,800,2800,1,54,2,2800,2800,800
13,1,50000,675,0,10,2,675,675,50000
3,3,600,609,1,14,6,245.51,677.7,667.68
2,1,60000,775,0,14,2,775,775,60000
10,4,9800,683,0,11,3,0,505.36,7251.2
2,1,5000,301,0,12,2,301,301,5000
4,1,25000,100,0,3,2,100,100,25000
7,1,20000,84138.42,1,1588,2,37933,84138.42,20000
10,1,10000,0,0,0,2,0,0,10000
1,1,4000,4088,1,88,2,4088,4088,4000
6,4,120000,0,0,0,6,0,0,13844.98
4,1,25000,476,0,12,2,476,476,25000
1,1,10000,10277,1,252,2,2279,10277,10000
3,1,3000,3155,1,15,2,3155,3155,3000
3,1,1200,1525,1,22,2,1525,1525,1200
4,1,10,11,1,2,2,11,11,10
5,4,35000,1731,0,22,3,1368.29,1320.57,26701.25
5,3,35000,2051.9,0,31,6,2279.81,2244.99,38293.64
6,1,200,1,0,1,2,1,1,200
5,1,13150,2901,0,60,2,2211,2901,13150
2,1,20000,302,0,7,2,272,302,20000
8,4,10000,795,0,4,4,527.27,624.07,7849.91
3,2,2500,2515,1,21,1,4207.75,4167.84,4142.98
11,1,2000,50,0,1,2,50,50,2000
5,3,1500,51,0,2,6,68.13,65.55,1927.8
1,1,15000,0,0,0,2,0,0,15000
2,1,5000,5178,1,33,2,5178,5178,5000
2,1,150000,5,0,1,2,5,5,150000
3,1,3500,3500,1,51,2,3500,3500,3500
4,1,15000,1190,0,15,2,100,1190,15000
5,1,19000,4809,0,91,2,4809,4809,19000
1,1,4000,225,0,4,2,225,225,4000
10,1,3000,3100,1,21,2,3100,3100,3000
1,1,5500,35,0,3,2,35,35,5500
1,1,50000,11974,0,33,2,423,11974,50000
